id_client;sexe;metier;employeur;Enfants;enfant_conduite_accompagne;Valeur résidence principale par tranches;Revenus par tranches;formation;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tarif_devis
367158992;M;technicien démonstrateur démonstratrice en matériel agricole;Poulain Grégoire SA;NON;0; 0k-300k;-20k;Bachelors;Private;z_SUV;no;3;2.0;Highly Urban/ Urban;20/01/2022 09:01;complet;dev_integral;290,62
484058014;M;artiste de cirque;Lagarde S.A.S.;NON;0; 0k-300k;70k-100k;Masters;Private;Minivan;yes;0;12.0;Highly Urban/ Urban;10/05/2022 05:21;complet;dev_integral;304,34
190335385;M;médecin généraliste;Jacquet;NON;0; 0k-300k;-20k;PhD;Private;Sports Car;no;5;11.0;Highly Urban/ Urban;10/01/2022 01:26;complet;dev_premium;522,67
182670239;F;assistant en ressources humaines;Traore S.A.S.;NON;0; 0k-300k;70k-100k;z_High School;Private;Sports Car;no;0;12.0;z_Highly Rural/ Rural;28/03/2022 12:26;complet;dev_integral;313,78
320166141;F;microtechnicien;Bernier David SA;NON;0; 0k-300k;20k-40k;Bachelors;Private;Minivan;yes;4;11.0;Highly Urban/ Urban;13/04/2022 14:44;complet;dev_integral;308,04
428288926;F;brodeur;Clerc;NON;0; 0k-300k;70k-100k;Bachelors;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;21/02/2022 23:21;complet;dev_integral;326,77
829674021;F;moniteur-éducateur;Briand Voisin S.A.;NON;0; 0k-300k;20k-40k;<High School;Private;Pickup;yes;2;1.0;Highly Urban/ Urban;15/01/2022 01:35;complet;dev_integral;316,44
105136025;F;programmiste;Riou;NON;0; 0k-300k;20k-40k;z_High School;Commercial;Pickup;yes;0;10.0;z_Highly Rural/ Rural;25/01/2022 15:18;complet;dev_integral;337,36
538955593;M;secrétaire médical;Gautier;NON;0; 0k-300k;Pas de revenus;Bachelors;Private;Minivan;no;2;7.0;Highly Urban/ Urban;18/01/2022 08:22;complet;dev_integral;332,68
622751878;F;orthoprothésiste;Dubois Peltier SARL;NON;0; 0k-300k;Pas de revenus;Masters;Commercial;Panel Truck;yes;0;17.0;Highly Urban/ Urban;15/02/2022 23:56;complet;dev_express;271,49
282856816;M;aide-chimiste;Fontaine S.A.S.;OUI;0; 0k-300k;70k-100k;Bachelors;Private;Pickup;no;1;14.0;Highly Urban/ Urban;27/01/2022 03:55;complet;dev_premium;525,25
495081514;M;formateur d'adultes;Laporte Monnier SARL;NON;0; 0k-300k;40k-70k;z_High School;Private;Pickup;no;4;9.0;Highly Urban/ Urban;18/03/2022 07:40;complet;dev_express;280,37
198710955;M;juriste en droit social;Chauvin;NON;0; 0k-300k;40k-70k;z_High School;Private;Pickup;no;0;8.0;Highly Urban/ Urban;22/03/2022 07:46;complet;dev_integral;311,45
709159686;M;patron pêcheur;Chauvin Guyon S.A.S.;NON;0; 0k-300k;20k-40k;Masters;Private;Minivan;no;3;;Highly Urban/ Urban;07/03/2022 03:55;complet;dev_integral;322,57
833177798;M;ingénieur hydrogéomorphologue;Nicolas;NON;0; 0k-300k;40k-70k;Bachelors;Commercial;Van;yes;0;4.0;Highly Urban/ Urban;18/05/2022 22:10;complet;dev_integral;323,43
762552558;F;auditeur externe;Deschamps Legrand et Fils;OUI;0; 0k-300k;20k-40k;Masters;Private;z_SUV;no;1;1.0;Highly Urban/ Urban;01/05/2022 17:43;complet;dev_express;283,1
120991168;F;ingénieur maintenance aéronautique;Rodriguez;OUI;0; 0k-300k;70k-100k;Bachelors;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;26/05/2022 22:40;complet;dev_integral;306,68
182301007;F;hydraulicien;Becker S.A.R.L.;NON;0; 0k-300k;40k-70k;z_High School;Private;z_SUV;no;6;;Highly Urban/ Urban;23/04/2022 11:29;complet;dev_premium;502,35
178900296;F;auxiliaire de puériculture;Chartier;OUI;1;300k-600k;Pas de revenus;Bachelors;Private;Minivan;yes;1;11.0;Highly Urban/ Urban;27/02/2022 02:58;complet;dev_express;252,97
923115251;F;conducteur routier routière;Leblanc Weiss SA;NON;0; 0k-300k;40k-70k;Masters;Private;Pickup;yes;2;10.0;Highly Urban/ Urban;16/04/2022 10:28;complet;dev_integral;281,49
491050222;F;chef de produit marketing;Durand et Fils;OUI;0; 0k-300k;40k-70k;Masters;Commercial;Panel Truck;no;1;21.0;Highly Urban/ Urban;21/03/2022 00:34;complet;dev_express;280,78
191509516;M;conseiller d'élevage;Reynaud S.A.S.;NON;0; 0k-300k;20k-40k;z_High School;Commercial;Sports Car;no;0;1.0;z_Highly Rural/ Rural;10/05/2022 09:58;complet;dev_integral;289,57
695733470;F;juriste droit de l'environnement;Royer;OUI;0; 0k-300k;70k-100k;z_High School;Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;11/04/2022 21:52;complet;dev_integral;292,53
690754289;F;géomètre-topographe;Bouchet;OUI;0; 0k-300k;-20k;z_High School;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;13/05/2022 22:59;complet;dev_express;274,81
329879708;F;horticulteur;Leconte Benard S.A.R.L.;OUI;2; 0k-300k;-20k;<High School;Private;Minivan;yes;3;1.0;Highly Urban/ Urban;26/05/2022 20:49;complet;dev_integral;319,11
720955799;F;conducteur opérateur opératrice de scierie;Simon;NON;0; 0k-300k;40k-70k;Bachelors;Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;03/03/2022 14:18;complet;dev_express;257,24
947631958;F;conducteur routier routière;Menard;NON;0; 0k-300k;Pas de revenus;PhD;Private;Sports Car;no;0;12.0;Highly Urban/ Urban;26/01/2022 19:37;complet;dev_express;261,81
297184888;M;agent de constatation des douanes;Bouvier;NON;0;300k-600k;Pas de revenus;Masters;Commercial;Pickup;yes;4;20.0;Highly Urban/ Urban;22/01/2022 01:15;complet;dev_express;279,4
627828331;F;animateur de radio et de télévision;Muller SARL;NON;0; 0k-300k;-20k;Bachelors;Private;z_SUV;no;0;3.0;Highly Urban/ Urban;25/05/2022 07:24;complet;dev_express;269,65
316675115;F;cogniticien;Ollivier;NON;0; 0k-300k;70k-100k;Bachelors;Private;Minivan;no;0;11.0;Highly Urban/ Urban;03/02/2022 17:35;complet;dev_premium;434,84
577705909;F;consultant en informatique décisionnelle;Jacques S.A.S.;NON;0; 0k-300k;Pas de revenus;PhD;Commercial;Panel Truck;yes;5;19.0;Highly Urban/ Urban;08/01/2022 02:38;complet;dev_express;261,49
994635309;F;bibliothécaire;Barbe SARL;NON;0;Non connue;-20k;Bachelors;Commercial;Minivan;no;0;11.0;z_Highly Rural/ Rural;02/05/2022 00:05;complet;dev_express;279,94
302592534;M;responsable du back office;Joseph S.A.R.L.;NON;0; 0k-300k;40k-70k;z_High School;Commercial;Sports Car;yes;0;7.0;Highly Urban/ Urban;18/05/2022 16:18;complet;dev_express;265,59
369429861;M;ingénieur technico-commercial technico-commerciale;Vallée Poulain S.A.;NON;0; 0k-300k;20k-40k;z_High School;Private;Minivan;no;0;8.0;z_Highly Rural/ Rural;25/05/2022 08:12;complet;dev_premium;494,57
922516177;M;concepteur-rédacteur;Renault S.A.S.;OUI;1; 0k-300k;40k-70k;Bachelors;Private;Sports Car;no;2;1.0;Highly Urban/ Urban;04/05/2022 10:23;complet;dev_integral;316,98
533429603;F;architecte;Gaudin SARL;OUI;0;300k-600k;Pas de revenus;Masters;Private;Pickup;no;2;12.0;Highly Urban/ Urban;16/04/2022 07:28;complet;dev_integral;319,58
396892250;M;élagueur;Lejeune;NON;0; 0k-300k;-20k;<High School;Private;Minivan;no;0;1.0;Highly Urban/ Urban;17/02/2022 11:37;complet;dev_integral;332,58
918606594;M;administrateur réseaux;Peltier S.A.R.L.;NON;0;Non connue;Pas de revenus;Masters;Private;Minivan;yes;0;11.0;Highly Urban/ Urban;25/04/2022 08:56;complet;dev_premium;394,46
486815695;F;ingénieur textile;Klein;NON;0; 0k-300k;20k-40k;<High School;Commercial;Panel Truck;no;0;7.0;Highly Urban/ Urban;24/03/2022 18:04;complet;dev_integral;299,2
996649251;F;ingénieur nucléaire;Hebert;OUI;0; 0k-300k;-20k;<High School;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;24/01/2022 04:40;complet;dev_express;279,57
496476303;M;responsable du back office;Jacques;OUI;1; 0k-300k;Pas de revenus;z_High School;Private;Pickup;yes;0;9.0;z_Highly Rural/ Rural;03/03/2022 06:41;complet;dev_integral;321,89
839427801;F;tapissier d'ameublement;Menard S.A.S.;NON;0;300k-600k;Pas de revenus;PhD;Private;Van;yes;0;14.0;Highly Urban/ Urban;29/01/2022 15:32;complet;dev_integral;303,5
803840924;F;accompagnateur en moyenne montagne;Alexandre SA;OUI;1; 0k-300k;-20k;<High School;Private;z_SUV;no;0;4.0;z_Highly Rural/ Rural;29/04/2022 12:31;complet;dev_integral;337,33
797320781;F;concepteur de niveaux de jeu web;Boutin Girard SARL;NON;0; 0k-300k;70k-100k;z_High School;Private;Sports Car;no;0;6.0;Highly Urban/ Urban;11/01/2022 18:54;complet;dev_integral;309,68
967774042;F;chef de produit touristique;Petitjean SA;OUI;0; 0k-300k;-20k;z_High School;Commercial;Pickup;no;7;1.0;z_Highly Rural/ Rural;11/05/2022 07:38;complet;dev_express;279,56
456720318;F;animateur de radio et de télévision;Perez Vaillant et Fils;OUI;0; 0k-300k;20k-40k;z_High School;Private;z_SUV;no;6;1.0;Highly Urban/ Urban;07/05/2022 22:16;complet;dev_express;266,9
888957957;M;géomaticien;Bourgeois;NON;0; 0k-300k;70k-100k;z_High School;Commercial;Minivan;no;3;1.0;Highly Urban/ Urban;08/02/2022 23:25;complet;dev_express;258,75
551370243;F;microtechnicien;Barre;NON;0;300k-600k;70k-100k;Masters;Private;Minivan;yes;2;19.0;Highly Urban/ Urban;01/02/2022 06:20;complet;dev_integral;336,13
460845643;F;professeur en activité physique adaptée;Carre S.A.S.;NON;0; 0k-300k;20k-40k;Bachelors;Commercial;z_SUV;no;3;12.0;Highly Urban/ Urban;10/03/2022 16:31;complet;dev_integral;302,68
18096053;F;technicien de la circulation ferroviaire SNCF;Blot SA;NON;0; 0k-300k;40k-70k;z_High School;Private;Minivan;no;1;1.0;Highly Urban/ Urban;08/03/2022 15:24;complet;dev_integral;317,96
837810448;F;formateur en informatique;Chevalier;NON;0; 0k-300k;20k-40k;z_High School;Private;z_SUV;no;1;9.0;z_Highly Rural/ Rural;27/05/2022 17:51;complet;dev_premium;445,13
22905935;F;technicien qualité;Valentin Laporte S.A.;NON;0; 0k-300k;70k-100k;Bachelors;Private;Pickup;yes;2;9.0;Highly Urban/ Urban;07/01/2022 08:08;complet;dev_vip;626,17
12136446;M;coloriste;Lamy SA;OUI;1; 0k-300k;20k-40k;z_High School;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;14/02/2022 20:28;complet;dev_express;263,27
97750917;M;assistant commercial commerciale;Lagarde SARL;NON;0; 0k-300k;20k-40k;Bachelors;Private;Sports Car;no;0;4.0;Highly Urban/ Urban;21/02/2022 01:00;complet;dev_express;256,04
708077771;M;responsable de scierie;Schmitt;OUI;0; 0k-300k;20k-40k;Bachelors;Commercial;Van;yes;0;7.0;z_Highly Rural/ Rural;09/04/2022 20:12;complet;dev_integral;284,7
361665026;F;gestionnaire de contrats informatiques;Boulanger S.A.S.;OUI;0; 0k-300k;70k-100k;Bachelors;Commercial;Minivan;no;5;9.0;Highly Urban/ Urban;25/03/2022 02:23;complet;dev_integral;303,62
621496694;F;chef de projet sites et sols pollués;Jacquet Brunel et Fils;OUI;0; 0k-300k;70k-100k;Masters;Private;z_SUV;no;0;20.0;Highly Urban/ Urban;31/03/2022 08:06;complet;dev_express;273,9
62746989;M;responsable achats en chimie;Martel;NON;0; 0k-300k;40k-70k;Masters;Private;Sports Car;no;0;15.0;Highly Urban/ Urban;02/02/2022 02:18;complet;dev_integral;294,79
430441105;M;chargé d'études en marketing;Simon Chevalier S.A.;NON;0; 0k-300k;40k-70k;Bachelors;Commercial;Pickup;yes;0;7.0;Highly Urban/ Urban;08/05/2022 12:04;complet;dev_integral;307,93
694267964;M;consignataire de navire;Chauveau Mendès S.A.R.L.;OUI;0;300k-600k;Pas de revenus;Masters;Commercial;z_SUV;no;0;9.0;Highly Urban/ Urban;04/04/2022 21:09;complet;dev_integral;282,43
525918644;F;éducateur de la protection judiciaire de la jeunesse (PJJ);Guichard;OUI;1; 0k-300k;-20k;z_High School;Private;Sports Car;no;3;6.0;Highly Urban/ Urban;11/01/2022 12:37;complet;dev_express;256,59
491709455;M;trader;Ruiz;OUI;0;300k-600k;Pas de revenus;Masters;Commercial;Panel Truck;no;4;8.0;Highly Urban/ Urban;22/03/2022 14:39;complet;dev_express;281,4
132609655;M;matelot à la pêche;Samson SA;OUI;0; 0k-300k;40k-70k;z_High School;Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;30/01/2022 05:24;complet;dev_integral;334,88
549069454;M;officier de la Marine nationale;Teixeira François S.A.R.L.;NON;0; 0k-300k;70k-100k;z_High School;Private;z_SUV;no;7;1.0;Highly Urban/ Urban;09/05/2022 02:49;complet;dev_integral;311,75
920638735;M;photographe;Daniel;NON;0; 0k-300k;20k-40k;z_High School;Commercial;Minivan;no;3;5.0;Highly Urban/ Urban;11/04/2022 20:56;complet;dev_integral;288,41
249037674;M;animateur 2D et 3D;Maréchal;NON;0; 0k-300k;Pas de revenus;z_High School;Commercial;Van;yes;1;8.0;Highly Urban/ Urban;10/01/2022 18:15;complet;dev_integral;324,97
171275064;M;géothermicien;Millet SA;NON;0;300k-600k;Pas de revenus;z_High School;Private;z_SUV;no;2;;Highly Urban/ Urban;26/03/2022 19:37;complet;dev_premium;455,97
476931149;F;officier de la marine marchande;Lefort;NON;0;Non connue;70k-100k;Masters;Commercial;Panel Truck;no;10;14.0;Highly Urban/ Urban;24/02/2022 04:11;complet;dev_express;259,49
235798867;F;technicien de maintenance en informatique;Faure SA;OUI;0;300k-600k;Pas de revenus;Bachelors;Commercial;Panel Truck;no;3;3.0;Highly Urban/ Urban;05/03/2022 20:32;complet;dev_integral;292,06
131421512;F;assistant réalisateur réalisatrice;Fontaine;NON;0; 0k-300k;-20k;Masters;Private;Minivan;no;0;10.0;Highly Urban/ Urban;30/04/2022 22:26;complet;dev_express;281,72
34434267;M;viticulteur;Antoine Lemaître et Fils;NON;0; 0k-300k;-20k;z_High School;Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;26/01/2022 05:23;complet;dev_integral;308,23
257833353;F;inspecteur de banque;Garcia;OUI;1; 0k-300k;Pas de revenus;Bachelors;Private;Minivan;no;4;10.0;Highly Urban/ Urban;06/01/2022 03:41;complet;dev_vip;694,47
29775028;M;ingénieur gaz;Bertrand;NON;0; 0k-300k;40k-70k;Masters;Private;Minivan;yes;0;13.0;Highly Urban/ Urban;09/01/2022 12:44;complet;dev_integral;327,58
713884148;M;conseiller sportif sportive en salle de remise en forme;Giraud Le Goff S.A.;OUI;0; 0k-300k;70k-100k;Bachelors;Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;13/01/2022 00:17;complet;dev_integral;333,97
201054523;F;météorologiste;Gaudin S.A.;NON;0; 0k-300k;Pas de revenus;PhD;Private;Sports Car;no;8;20.0;Highly Urban/ Urban;10/05/2022 08:42;complet;dev_integral;307,83
794040462;M;océanologue;Bègue SA;OUI;0; 0k-300k;70k-100k;Bachelors;Commercial;Panel Truck;no;0;1.0;z_Highly Rural/ Rural;02/03/2022 15:25;complet;dev_integral;339,69
22460980;F;technicien de contrôle;Pasquier Antoine SARL;OUI;0;Non connue;70k-100k;Masters;Private;Minivan;no;2;18.0;Highly Urban/ Urban;30/01/2022 12:21;complet;dev_express;253,83
574158891;F;auteur-compositeur interprète interprète;Lefort;NON;0; 0k-300k;Pas de revenus;Masters;Private;z_SUV;no;0;25.0;Highly Urban/ Urban;14/04/2022 07:57;complet;dev_integral;291,05
557742413;M;coordonnateur d'études cliniques;Olivier Brunel S.A.R.L.;OUI;0; 0k-300k;Pas de revenus;Masters;Commercial;Panel Truck;yes;0;19.0;Highly Urban/ Urban;29/05/2022 01:33;complet;dev_integral;307,72
549986445;M;directeur artistique;Guillon Monnier et Fils;OUI;0; 0k-300k;20k-40k;Masters;Private;Pickup;yes;0;17.0;Highly Urban/ Urban;24/05/2022 02:16;complet;dev_express;268,44
905883739;F;physicien médical médicale;Vallée;NON;0; 0k-300k;40k-70k;z_High School;Commercial;Pickup;yes;2;11.0;z_Highly Rural/ Rural;27/01/2022 13:08;complet;dev_integral;301,81
593108777;F;ingénieur chimiste en développement analytique;Legendre;NON;0; 0k-300k;40k-70k;Bachelors;Private;Van;no;3;13.0;Highly Urban/ Urban;07/05/2022 12:43;complet;dev_express;256,13
757352494;M;conducteur de machines agricoles;Petitjean;OUI;0; 0k-300k;20k-40k;z_High School;Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;06/03/2022 05:37;complet;dev_premium;431,79
42018118;M;fleuriste;Ribeiro Garcia et Fils;OUI;0; 0k-300k;40k-70k;Bachelors;Commercial;z_SUV;no;1;5.0;Highly Urban/ Urban;06/05/2022 19:28;complet;dev_express;268,02
760469299;F;chercheur en chimie;Legendre S.A.;OUI;0; 0k-300k;40k-70k;z_High School;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;23/01/2022 05:32;complet;dev_premium;545,82
676967525;M;éditeur;Coste;OUI;0;Non connue;-20k;<High School;Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;21/01/2022 14:17;complet;dev_integral;290,47
944927413;M;chercheur en biologie;Hoareau;OUI;0; 0k-300k;Pas de revenus;<High School;Private;Minivan;yes;1;;Highly Urban/ Urban;24/05/2022 23:51;complet;dev_integral;315,21
62426525;F;responsable de projets culturels;Bouchet Bonneau S.A.;OUI;0; 0k-300k;20k-40k;<High School;Private;Minivan;yes;4;8.0;z_Highly Rural/ Rural;23/04/2022 17:43;complet;dev_integral;282,79
660380025;F;conducteur de travaux  agricoles;Louis;NON;0;300k-600k;Pas de revenus;PhD;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;19/02/2022 18:27;complet;dev_express;270
591330652;F;commerçant en alimentation;Huet;NON;0; 0k-300k;20k-40k;z_High School;Private;Minivan;no;0;7.0;z_Highly Rural/ Rural;10/01/2022 09:54;complet;dev_express;280,92
195933426;M;contremaître;Pottier;OUI;0; 0k-300k;40k-70k;Bachelors;Private;Sports Car;no;0;13.0;Highly Urban/ Urban;26/02/2022 17:17;complet;dev_premium;400,38
753800009;F;conducteur de train;Lombard S.A.S.;OUI;1; 0k-300k;-20k;Bachelors;Private;z_SUV;no;0;10.0;Highly Urban/ Urban;03/01/2022 08:13;complet;dev_express;268,53
229711979;M;chef de publicité;Pires;NON;0; 0k-300k;Pas de revenus;Masters;Private;Minivan;yes;0;;Highly Urban/ Urban;27/01/2022 16:05;complet;dev_integral;303,81
270029813;M;technicien télécoms et réseaux;Perrot;NON;0;Non connue;40k-70k;<High School;Commercial;Panel Truck;no;2;8.0;z_Highly Rural/ Rural;26/05/2022 01:19;complet;dev_integral;323,88
949937496;F;femme de chambre;Leconte Bailly S.A.S.;OUI;0; 0k-300k;-20k;<High School;Private;Minivan;no;3;1.0;Highly Urban/ Urban;07/03/2022 14:13;complet;dev_integral;335,54
167555506;F;décolleteur;Grondin Allain S.A.S.;NON;0; 0k-300k;20k-40k;z_High School;Private;z_SUV;no;3;;Highly Urban/ Urban;16/04/2022 20:05;complet;dev_express;277,37
705235711;M;garçon de café;Da Costa SARL;OUI;0; 0k-300k;20k-40k;z_High School;Private;z_SUV;no;3;6.0;Highly Urban/ Urban;23/05/2022 01:28;complet;dev_express;261,07
133422221;F;pilote de ligne;Hoarau;OUI;0; 0k-300k;20k-40k;Masters;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;08/01/2022 06:18;complet;dev_premium;452,78
854714763;M;ingénieur biomédical biomédicale;Pascal SARL;OUI;0; 0k-300k;70k-100k;Masters;Private;Minivan;no;0;21.0;Highly Urban/ Urban;29/05/2022 04:55;complet;dev_integral;333,27
343314151;M;ingénieur technico-commercial technico-commerciale en électronique;Bousquet;OUI;1; 0k-300k;40k-70k;z_High School;Private;Minivan;yes;1;8.0;Highly Urban/ Urban;10/01/2022 03:39;complet;dev_integral;310,58
927875675;F;professeur de mathématiques ou de physique-chimie;Perrot SARL;NON;0; 0k-300k;70k-100k;Masters;Private;Minivan;no;0;;Highly Urban/ Urban;18/04/2022 14:58;complet;dev_integral;311,12
825541637;M;accessoiriste;Aubert S.A.;OUI;0;300k-600k;Pas de revenus;PhD;Private;Minivan;no;1;18.0;Highly Urban/ Urban;16/01/2022 03:51;complet;dev_express;262,33
92691593;M;podo-orthésiste;Hervé Bigot SA;NON;0; 0k-300k;40k-70k;z_High School;Commercial;Van;yes;2;7.0;Highly Urban/ Urban;02/01/2022 13:57;complet;dev_express;264,89
740607512;M;esthéticien-cosméticien;Martineau;NON;0; 0k-300k;Pas de revenus;PhD;Commercial;Van;no;3;16.0;Highly Urban/ Urban;18/03/2022 04:49;complet;dev_integral;331,57
528375582;M;ingénieur d'affaires en génie électrique;Julien SA;NON;0;300k-600k;Pas de revenus;Masters;Private;Sports Car;no;0;14.0;Highly Urban/ Urban;19/01/2022 09:26;complet;dev_premium;471,73
685834429;M;biologiste médical;Renaud;OUI;0; 0k-300k;70k-100k;z_High School;Commercial;z_SUV;no;0;11.0;Highly Urban/ Urban;06/05/2022 19:13;complet;dev_integral;294,57
549794102;F;matelot à la pêche;Adam S.A.;OUI;0; 0k-300k;20k-40k;z_High School;Commercial;z_SUV;no;3;4.0;Highly Urban/ Urban;27/04/2022 00:03;complet;dev_express;253,56
720667319;M;consultant en management de l'innovation;Charrier;NON;0; 0k-300k;Pas de revenus;PhD;Private;Minivan;no;4;19.0;Highly Urban/ Urban;16/02/2022 20:52;complet;dev_express;276,9
514525729;F;ingénieur études et développement en logiciels de simulation;Costa Lacombe S.A.R.L.;NON;0; 0k-300k;Pas de revenus;Bachelors;Private;Pickup;no;0;14.0;Highly Urban/ Urban;06/03/2022 03:04;complet;dev_integral;293,95
872514261;M;consultant en informatique décisionnelle;Lemaître;NON;0; 0k-300k;20k-40k;<High School;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;07/01/2022 02:54;complet;dev_express;274,3
895826770;M;agenceur de cuisines et salles de bains;Ruiz Techer SARL;OUI;0; 0k-300k;Pas de revenus;Masters;Private;Minivan;yes;0;16.0;Highly Urban/ Urban;23/02/2022 11:01;complet;dev_express;273,49
165295532;F;ingénieur intégration satellite;Guillon;OUI;1;300k-600k;Pas de revenus;Masters;Private;z_SUV;no;0;12.0;Highly Urban/ Urban;11/04/2022 10:47;complet;dev_integral;291,08
214882221;F;ingénieur fluides, énergies, réseaux, environnement;Lucas;NON;0;300k-600k;Pas de revenus;Masters;Private;Sports Car;no;1;15.0;Highly Urban/ Urban;16/03/2022 21:12;complet;dev_integral;304,57
342861311;F;ingénieur en caractérisation des matériaux;Godard;NON;0; 0k-300k;-20k;z_High School;Commercial;Minivan;no;2;11.0;Highly Urban/ Urban;13/05/2022 08:26;complet;dev_express;281,08
429128652;M;mécanicien et technicien;Bernier;NON;0;300k-600k;Pas de revenus;Bachelors;Commercial;Panel Truck;yes;1;7.0;Highly Urban/ Urban;08/01/2022 21:15;complet;dev_express;278,25
981057971;F;vendeur conseil caviste;Lagarde;NON;0;300k-600k;Pas de revenus;PhD;Private;Van;yes;0;3.0;Highly Urban/ Urban;13/03/2022 10:59;complet;dev_express;269,56
71181985;M;ingénieur aromaticien aromaticienne;Roger S.A.S.;NON;0; 0k-300k;20k-40k;z_High School;Commercial;Pickup;yes;3;8.0;Highly Urban/ Urban;05/01/2022 22:40;complet;dev_express;266,91
931868441;F;ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA);Duhamel;OUI;3; 0k-300k;70k-100k;z_High School;Commercial;Pickup;no;1;8.0;Highly Urban/ Urban;17/02/2022 01:45;complet;dev_premium;436,75
639006903;M;webmestre;Da Silva S.A.R.L.;NON;0; 0k-300k;-20k;Bachelors;Private;z_SUV;no;0;16.0;z_Highly Rural/ Rural;14/04/2022 05:13;complet;dev_premium;346,53
519292395;M;anatomiste;Ruiz et Fils;NON;0; 0k-300k;-20k;Masters;Private;z_SUV;no;2;10.0;Highly Urban/ Urban;10/02/2022 01:05;complet;dev_express;259,31
986627860;M;traducteur technique;Brun;OUI;1; 0k-300k;70k-100k;Bachelors;Commercial;Minivan;no;0;9.0;z_Highly Rural/ Rural;17/04/2022 21:45;complet;dev_integral;296,6
792196051;F;responsable de la collecte des déchets ménagers;Guérin Marques S.A.R.L.;NON;0; 0k-300k;Pas de revenus;z_High School;Commercial;Sports Car;no;7;1.0;Highly Urban/ Urban;15/02/2022 14:51;complet;dev_integral;333,2
607351322;M;installateur en télécoms;Charrier;NON;0;Non connue;Pas de revenus;Masters;Commercial;Panel Truck;no;0;5.0;Highly Urban/ Urban;07/04/2022 15:44;complet;dev_integral;309,22
454175399;M;menuisier;Coulon;OUI;0; 0k-300k;-20k;<High School;Private;z_SUV;no;8;5.0;Highly Urban/ Urban;11/01/2022 21:36;complet;dev_express;266,33
611811934;M;chargé des relations publiques;Dubois;NON;0; 0k-300k;Pas de revenus;PhD;Commercial;Panel Truck;no;0;16.0;Highly Urban/ Urban;29/01/2022 06:11;complet;dev_express;283,22
790529683;M;fiscaliste;Jacquet Traore et Fils;NON;0; 0k-300k;Pas de revenus;PhD;Commercial;Panel Truck;yes;5;19.0;Highly Urban/ Urban;27/01/2022 10:26;complet;dev_express;267,29
206196303;F;guide-conférencier;Rousset SARL;OUI;0; 0k-300k;40k-70k;z_High School;Private;Minivan;no;0;7.0;Highly Urban/ Urban;09/04/2022 17:13;complet;dev_integral;286,38
647719405;F;chargé des relations publiques;Leroy;OUI;0; 0k-300k;70k-100k;z_High School;Commercial;z_SUV;no;0;8.0;Highly Urban/ Urban;04/02/2022 22:31;complet;dev_integral;290,17
594117257;M;concepteur de niveaux de jeu web;Valentin;OUI;0; 0k-300k;70k-100k;z_High School;Private;Minivan;no;2;9.0;Highly Urban/ Urban;13/04/2022 19:59;complet;dev_premium;351,77
349489914;M;administrateur territorial;Vallet;NON;0; 0k-300k;Pas de revenus;PhD;Commercial;Van;yes;1;14.0;Highly Urban/ Urban;01/03/2022 04:29;complet;dev_premium;386,43
877546076;F;vendeur en magasin;Paul;NON;0; 0k-300k;-20k;z_High School;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;13/02/2022 11:48;complet;dev_premium;345,84
351251758;M;chef de rayon;Evrard;OUI;0; 0k-300k;20k-40k;<High School;Commercial;Van;yes;2;1.0;Highly Urban/ Urban;27/03/2022 04:34;complet;dev_integral;323,63
533416676;M;enseignant d'art;Da Silva Charles et Fils;NON;0; 0k-300k;Pas de revenus;Bachelors;Private;Sports Car;no;0;14.0;Highly Urban/ Urban;26/03/2022 22:33;complet;dev_express;254,9
616164342;F;maréchal-ferrant;Masse Benard S.A.;NON;0;300k-600k;70k-100k;Masters;Private;Pickup;no;0;;Highly Urban/ Urban;05/04/2022 17:32;complet;dev_premium;400,38
592505103;F;podo-orthésiste;Durand S.A.S.;NON;0; 0k-300k;-20k;Bachelors;Private;z_SUV;no;2;16.0;z_Highly Rural/ Rural;23/01/2022 22:34;complet;dev_premium;486,84
46413377;M;façadier;Lucas Maury S.A.R.L.;NON;0; 0k-300k;70k-100k;Masters;Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;14/02/2022 23:26;complet;dev_integral;297,43
